,BusStopCode,Description,Latitude,Longitude,RoadName
0,01012,Hotel Grand Pacific,1.29684825487647,103.85253591654006,Victoria St
1,01013,St. Joseph's Ch,1.29770970610083,103.8532247463225,Victoria St
2,01019,Bras Basah Cplx,1.29698951191332,103.85302201172507,Victoria St
3,01029,Opp Natl Lib,1.2966729849642,103.85441422464267,Nth Bridge Rd
4,01039,Bugis Cube,1.29820784139683,103.85549139837407,Nth Bridge Rd
5,01059,Bugis Stn Exit B,1.30075679526626,103.85611040457583,Victoria St
6,01109,Queen St Ter,1.30358577565355,103.85650372998224,Queen St
7,01112,Opp Bugis Junction,1.30009212839081,103.85520027125814,Victoria St
8,01113,Bugis Stn Exit A,1.30117297541547,103.8561140106393,Victoria St
9,01119,Bugis Junction,1.2996041093804,103.85512934079571,Victoria St
10,01121,Stamford Pr Sch,1.30393809691048,103.85867999243207,Victoria St
11,01129,Opp Stamford Pr Sch,1.30350269187301,103.85864530718491,Victoria St
12,01139,Parkview Sq,1.30033057855542,103.85716080665901,Nth Bridge Rd
13,01211,Opp Blk 461,1.30551803523268,103.8605449516032,Victoria St
14,01219,Blk 461,1.30526598535719,103.86072019914616,Victoria St
15,01229,Bef Sultan Mque,1.30337552638813,103.85963089198265,Nth Bridge Rd
16,01231,Opp Textile Ctr,1.3032499999752,103.8610830559663,Jln Sultan
17,01239,Sultan Plaza,1.30291236608351,103.86161817611134,Jln Sultan
18,01311,Lavender Stn Exit B,1.3070916463394,103.86219695240973,Kallang Rd
19,01319,Lavender Stn Exit A/ICA,1.30757426746418,103.86325596123476,Kallang Rd
20,01329,Blk 8,1.30495670239172,103.86363028484124,Nth Bridge Rd
21,01339,Bef Crawford Bridge,1.30774601733202,103.8642627465441,Crawford St
22,01341,Southbank,1.30647555600578,103.86452527798744,Crawford St
23,01349,Opp Blk 4,1.30568635716829,103.86543994417883,Crawford St
24,01411,Opp St. John HQ,1.30211332865049,103.86295598167331,Beach Rd
25,01419,St. John HQ,1.3020199999911,103.86326333301203,Beach Rd
26,01421,Opp Golden Mile Cplx,1.30338444400173,103.86483888898641,Beach Rd
27,01429,Golden Mile Cplx,1.3032136089394,103.86501584807763,Beach Rd
28,01511,Opp The Gateway,1.29919826103807,103.85864518302436,Beach Rd
29,01519,The Gateway,1.29907492488417,103.8589102973441,Beach Rd
30,01521,Opp Plaza Parkroyal,1.30088304437602,103.86066098182194,Beach Rd
31,01529,Plaza Parkroyal,1.30041667676526,103.86044115259938,Beach Rd
32,01541,Bugis Stn Exit D,1.29886465442254,103.85734583628746,Rochor Rd
33,01549,Opp Duo Residences,1.30069868861162,103.85873120467069,Ophir Rd
34,01559,Landmark Village Hotel,1.30168731070562,103.85752923961614,Ophir Rd
35,01611,Aft Raffles Hotel,1.29527259171342,103.85533686181174,Beach Rd
36,01619,Esplanade Stn Exit F,1.29428694178246,103.85503809424233,Beach Rd
37,01621,Opp Shaw Twrs,1.29695888888745,103.85655611109846,Beach Rd
38,01629,Shaw Twrs,1.29695972219958,103.85686527780177,Beach Rd
39,01631,Aft Beach Rd,1.29693614589482,103.85580555528077,Middle Rd
40,01639,Bef Beach Rd,1.29738750001468,103.85557583297624,Middle Rd
41,02029,Opp S'pore Cricket Club,1.28879015142476,103.85293318066766,Connaught Dr
42,02049,Raffles Hotel,1.29452091230981,103.85402155505173,Bras Basah Rd
43,02051,The Float @ Marina Bay,1.2895030556082,103.85903388899317,Raffles Ave
44,02061,The Esplanade,1.2899638888957,103.85640388886262,Raffles Ave
45,02089,Pan Pacific Hotel,1.29152694444975,103.8592061110504,Raffles Blvd
46,02099,Marina Ctr Ter,1.29147264805943,103.86148558380779,Raffles Blvd
47,02101,AFT S'PORE FLYER,1.28938483786533,103.86183148116275,Raffles Ave
48,02111,Esplanade Bridge,1.29095592348389,103.85453419435228,Esplanade Dr
49,02119,Opp War Memorial Pk,1.29184407356581,103.85534334305085,Nicoll Highway
50,02141,Suntec Twr Two,1.29576571603037,103.85933814632858,Temasek Blvd
51,02149,Suntec Twr Three,1.29560459817725,103.85955533029184,Temasek Blvd
52,02151,Suntec Convention Ctr,1.29317776320814,103.85784623004031,Temasek Blvd
53,02159,Opp Suntec Convention Ctr,1.29360811227161,103.85840672828635,Temasek Blvd
54,02161,Promenade Stn,1.29268553508737,103.86093156188176,Temasek Ave
55,02169,Promenade Stn Exit B,1.29333836780589,103.86070849052753,Temasek Ave
56,02171,Opp The Ritz-Carlton,1.29070000003898,103.86092194446034,Temasek Ave
57,02181,Supreme Ct,1.28947444402148,103.85098166700017,Parliament Pl
58,03011,Fullerton Sq,1.28561840945474,103.85342223246427,Fullerton Rd
59,03019,OUE Bayfront,1.284245000013,103.85310805599599,Collyer Quay
60,03021,Prudential Twr,1.28255524603003,103.84998903789258,Cecil St
61,03031,Raffles Pl Stn Exit F,1.28207492207952,103.85086074925066,Robinson Rd
62,03041,Telok Ayer Stn Exit A,1.28179509394707,103.84893207391676,Cross St
63,03059,One Raffles Quay,1.281111,103.851461,Raffles Quay
64,03071,OPP SO SOFITEL S'PORE,1.27990609626764,103.84940030424481,Robinson Rd
65,03111,Aft Capital Twr,1.2778259536079,103.8481011719729,Robinson Rd
66,03129,UIC Bldg,1.27807003532092,103.84956718123823,Shenton Way
67,03151,Opp GB Bldg,1.27892124625262,103.84776234627124,Cecil St
68,03217,Opp AXA Twr,1.27552218897645,103.8479443674916,Shenton Way
69,03218,Opp MAS Bldg,1.2740788888387,103.84687388890413,Shenton Way
70,03222,Hub Synergy Pt,1.27397836925637,103.84489562922414,Anson Rd
71,03223,Tanjong Pagar Stn Exit C,1.2757033952327,103.84632468221952,Anson Rd
72,03239,Shenton Way Ter,1.27464226961973,103.84756721372408,Shenton Way
73,03241,Mapletree Anson,1.27456,103.84537,Anson Rd
74,03331,Bef Marina Gdns Dr,1.27663307202767,103.86076808024792,Marina Blvd
75,03339,Aft Marina Gdns Dr,1.27498516412784,103.85950016250487,Central Blvd
76,03341,Bef Gdns by the Bay,1.27959780011944,103.8643376844082,Marina Gdns Dr
77,03349,Aft Gdns by the Bay,1.27965600609923,103.8647780795552,Marina Gdns Dr
78,03369,Marina Barrage,1.27960772061959,103.8698744774074,Marina Gdns Dr
79,03371,Gdns by the Bay,1.28066479303461,103.86626955523418,Marina Gdns Dr
80,03381,The Sail,1.28162601329006,103.85306513725685,Marina Blvd
81,03391,Marina Bay Financial Ctr,1.28037660340352,103.85498006767988,Marina Blvd
82,03411,Opp Marina Sth Pier,1.27159299884076,103.86300900488229,Marina Coastal Dr
83,03419,Marina Sth Pier,1.27127698470973,103.86297693157816,Marina Coastal Dr
84,03421,Marina Bay Cruise Ctr,1.26694090294712,103.85964778134667,Marina Coastal Dr
85,03501,Marina Bay Sands Theatre,1.28500467671367,103.8606110538643,Bayfront Ave
86,03509,Bayfront Stn Exit B/MBS,1.28314999997332,103.86004388891767,Bayfront Ave
87,03511,Aft Bayfront Stn Exit E,1.28194779470571,103.85897064872482,Bayfront Ave
88,03519,Bayfront Stn Exit A,1.28124500000125,103.85884799997385,Bayfront Ave
89,03529,Downtown Stn,1.27939957419063,103.85278769921703,Central Blvd
90,03539,Marina Bay Stn,1.2775330547661,103.85561610012866,Central Blvd
91,04019,OPP BENCOOLEN STN EXIT B,1.29807216909408,103.84975607305783,Bencoolen St
92,04029,BEF BENCOOLEN STN EXIT A,1.29948166696821,103.85092666701239,Bencoolen St
93,04111,Capitol Bldg,1.29395444170081,103.85139096636622,Stamford Rd
94,04121,SMU,1.29618544092334,103.84958029974611,Stamford Rd
95,04142,Armenian Ch,1.2930982644668,103.84965994500728,Hill St
96,04143,Stamford Ct,1.29411640848293,103.85020606905503,Hill St
97,04149,Grand Pk City Hall,1.29276132399953,103.84983741344308,Hill St
98,04151,Cath Of The Good Shepherd,1.29533777799211,103.85113972198121,Victoria St
99,04159,Aft Chijmes,1.29489484954945,103.85108138663934,Victoria St
100,04167,City Hall Stn Exit B,1.29250006522444,103.85145315468638,Nth Bridge Rd
101,04168,Aft City Hall Stn Exit B,1.29208221483052,103.85125994680256,Nth Bridge Rd
102,04179,AFT BRAS BASAH STN EXIT A,1.29647916306741,103.85147164487202,Bras Basah Rd
103,04211,Clarke Quay,1.29043611099357,103.84712444398055,River Valley Rd
104,04219,Opp Clarke Quay,1.29096802754795,103.84686777836987,River Valley Rd
105,04222,Clarke Quay Stn Exit E,1.28898962180798,103.84708976365569,Eu Tong Sen St
106,04223,Old Hill St Police Stn,1.29084476137495,103.84857901022669,Hill St
107,04229,High St Ctr,1.29044830830726,103.84875123545265,Hill St
108,04239,Opp Clarke Quay Stn,1.28882717929599,103.8474938118651,New Bridge Rd
109,04249,Opp The Treasury,1.29043039362749,103.85026216508201,Nth Bridge Rd
110,04251,Opp High St Ctr,1.28973833297563,103.84888472198024,Nth Boat Quay
111,04311,Aft River Valley Rd,1.29464575337351,103.8439214229312,Clemenceau Ave
112,04321,Shell HSE,1.2921400077773,103.84303646191061,Clemenceau Ave
113,04329,Opp Shell HSE,1.29197057108024,103.84328384973516,Clemenceau Ave
114,04331,BEF FORT CANNING STN,1.29183939431601,103.84504089382705,River Valley Rd
115,04339,FORT CANNING STN EXIT B,1.29221099996741,103.84500500002959,River Valley Rd
116,05009,Opp OCBC Ctr,1.28592554082489,103.84923642965272,Nth Canal Rd
117,05012,Bef Pearl'S Hill Terr,1.28154583300728,103.84087722199499,Eu Tong Sen St
118,05013,Chinatown Stn Exit C,1.28406979945936,103.84299874303983,Eu Tong Sen St
119,05019,Aft Duxton Plain Pk ,1.28118388885484,103.84105000000471,New Bridge Rd
120,05022,Aft Chinatown Stn Exit D,1.28571089865595,103.84437203405348,Eu Tong Sen St
121,05023,Opp Hong Lim Pk,1.28692928357498,103.84540375642477,Eu Tong Sen St
122,05029,Boat Quay,1.28712283362119,103.84819780822524,Sth Bridge Rd
123,05039,New Bridge Ctr,1.28293819129834,103.84254276754574,New Bridge Rd
124,05049,Chinatown Pt,1.28531114761754,103.84455070696784,New Bridge Rd
125,05059,Hong Lim Pk,1.28676420118491,103.84575036447065,New Bridge Rd
126,05069,Outram Pk Stn Exit H,1.28027629959632,103.84029791443083,New Bridge Rd
127,05129,Hong Lim Pk,1.28601166699569,103.84634666701143,Upp Pickering St
128,05131,Opp Hong Lim Cplx,1.284073056,103.8453381,Upp Cross St
129,05189,Opp Sri Mariamman Tp,1.2820913960391,103.84528061446953,Sth Bridge Rd
130,05199,Opp Hong Lim Cplx,1.28451455846092,103.84666049314171,Sth Bridge Rd
131,05239,Bef The Pinnacle@Duxton,1.27854113014976,103.8415105424013,Neil Rd
132,05241,Opp Blk 333,1.28071988238536,103.84227488654868,Kreta Ayer Rd
133,05259,Aft Kreta Ayer Rd,1.27979447837032,103.84262707605177,Neil Rd
134,05269,Maxwell Rd FC,1.28097747304602,103.84460051710637,Sth Bridge Rd
135,05271,Opp Fairfield Meth Ch,1.27975329525167,103.84382212419122,Tg Pagar Rd
136,05319,OCBC Ctr,1.284437,103.849114,Church St
137,05411,Tg Pagar Plaza,1.27519165673078,103.84309190393883,Tg Pagar Rd
138,05419,The Amara,1.27470669455555,103.84318683838887,Tg Pagar Rd
139,05421,Aft Craig Rd,1.27777470568529,103.84346347289251,Tg Pagar Rd
140,05429,Bef Craig Rd,1.27769413050075,103.84370654372525,Tg Pagar Rd
141,05431,TOWER 15,1.27408,103.8420461,Hoe Chiang Rd
142,05519,Opp Maritime Hse,1.27553472200739,103.84112694400494,Cantonment Rd
143,05521,Maritime Hse,1.27676861098316,103.84059222200347,Cantonment Rd
144,05629,Opp Southpoint,1.273211389,103.84187,Cantonment Rd
145,05631,Blk 16,1.27346055934188,103.84034718190608,Cantonment Link
146,05641,Bef Cantonment Rd,1.27272393115133,103.84140618785226,Keppel Rd
147,05649,Opp Customs Port Br HQ,1.2723842122117,103.84093912218094,Keppel Rd
148,05651,Opp Fuji Xerox Twrs,1.273218611,103.8430731,Tg Pagar Rd
149,06011,Opp Outram Pk Stn,1.28165999996967,103.83801388886192,Outram Rd
150,06029,Outram Pk Stn,1.28177041153491,103.8383828488293,Outram Rd
151,06031,Opp Blk 13,1.28607055552165,103.83879166662209,Chin Swee Rd
152,06039,Blk 8,1.28705997883119,103.83962555611693,Chin Swee Rd
153,06049,BEF OUTRAM FLYOVER,1.28474856880259,103.83517705055233,Outram Rd
154,06051,Blk 55,1.28475980959972,103.83405671725487,Tiong Bahru Rd
155,06069,Aft Furama RiverFront,1.28623157720487,103.83496162445665,Outram Rd
156,06071,Blk 2B,1.28685859481289,103.83360028266564,Zion Rd
157,06081,Blk 94,1.28837086415387,103.83349881780524,Zion Rd
158,06129,Grand Copthorne Hotel,1.29078162052352,103.83440916705554,Kim Seng Rd
159,06131,The Boys' Brigade HQ,1.29152472200833,103.83222750001508,Zion Rd
160,06141,Holiday Inn Atrium,1.28963300933974,103.83381241921823,Havelock Rd
161,06149,Opp Holiday Inn Atrium,1.28984045728104,103.83411526676929,Havelock Rd
162,06151,Hotel Miramar,1.28870976841461,103.83737276969174,Havelock Rd
163,06159,Opp Hotel Miramar,1.28909385421188,103.8368794036018,Havelock Rd
164,06161,Blk 2,1.28901705678419,103.83994286096711,Havelock Rd
165,06169,River Pl Condo,1.28937078931125,103.83998944937589,Havelock Rd
166,06171,Opp State Ct,1.286101944,103.8425356,Upp Cross St
167,06189,Ctrl Sq,1.28779136477868,103.84329428089559,Havelock Rd
168,07011,Peace Ctr,1.30099699058522,103.8498101874305,Selegie Rd
169,07021,Selegie Ctr,1.30324521574524,103.84995776766847,Selegie Rd
170,07031,Tekka Ctr,1.30572083298412,103.85120583303191,S'goon Rd
171,07111,Broadway Hotel,1.30879366465919,103.8531751994068,S'goon Rd
172,07211,Aft Farrer Pk Stn Exit G,1.31313747728456,103.8563561439714,S'goon Rd
173,07221,Sri Vadapathira K Tp,1.314966,103.857819,S'goon Rd
174,07231,Bef Tai Hoe Hotel,1.309658889,103.8573711,Kitchener Rd
175,07241,Bef S'Goon Rd,1.31557142083242,103.85900616698896,Lavender St
176,07249,Aft Kempas Rd,1.315368056,103.8594669,Lavender St
177,07319,Aft Allenby Rd,1.31038833299803,103.85870666696984,Jln Besar
178,07329,Hoa Nam Bldg,1.31284472583438,103.85989088288474,Jln Besar
179,07331,Aft King George's Ave,1.30824994545395,103.8589096071918,Kitchener Rd
180,07351,ARC 380,1.31351833300073,103.86054527803076,Lavender St
181,07359,OPP ARC 380,1.31368253065979,103.86071451807119,Lavender St
182,07361,Bef Kallang Bahru,1.31167636068313,103.86189483728585,Lavender St
183,07369,Aft Kallang Bahru,1.31140805601851,103.86237888899062,Lavender St
184,07371,Aft Kallang Rd,1.30950750000455,103.86350138902452,Lavender St
185,07379,Aperia/Bef Kallang Rd ,1.31017336740849,103.86338225534827,Lavender St
186,07419,Opp Veerasamy Rd,1.30653024120879,103.8561630249311,Jln Besar
187,07517,IBIS S'PORE ON BENCOOLEN,1.30145216158073,103.85247781934106,Bencoolen St
188,07518,OPP NAFA CAMPUS 3,1.30095828368506,103.85211175034802,Bencoolen St
189,07529,JLN BESAR STN EXIT A,1.30431906266143,103.85501564257024,Jln Besar
190,07531,Rochor Stn,1.30365644370093,103.8525732326128,Rochor Canal Rd
191,07539,Opp Rochor Stn,1.30461300741211,103.8520009720951,Sungei Rd
192,07551,Fu Lu Shou Cplx,1.30171975809706,103.8546132267025,Rochor Rd
193,07561,Bef Waterloo St,1.29945446471936,103.85267983857253,Middle Rd
194,07569,Aft Waterloo St,1.29949531348401,103.85301395376233,Middle Rd
195,07571,SUNSHINE PLAZA,1.30063444632288,103.85114009314601,Middle Rd
196,07589,Ch of Our Lady of Lourdes,1.30320609782822,103.85549999983388,Ophir Rd
197,08011,Opp Haw Par Glass Twr,1.29706985017362,103.84361028672502,Clemenceau Ave
198,08019,Aft Haw Par Glass Twr,1.29624633745957,103.84407009228418,Clemenceau Ave
199,08031,Dhoby Ghaut Stn Exit B,1.29831153783592,103.8452569595532,Penang Rd
200,08041,YMCA,1.29811014243867,103.84780636909545,Orchard Rd
201,08057,Dhoby Ghaut Stn,1.29930997279734,103.84529021429745,Orchard Rd
202,08058,Aft Dhoby Ghaut Stn,1.2989583431631,103.84654115271174,Orchard Rd
203,08069,BENCOOLEN STN EXIT B,1.29821382250893,103.84936128375956,Bras Basah Rd
204,08079,Sch of the Arts,1.29921444445586,103.84910329217985,Prinsep St
205,08111,Winsland Hse,1.29986928715834,103.84093746088925,Penang Rd
206,08121,Somerset Stn,1.30027569326586,103.83877618459663,Somerset Rd
207,08137,Orchard Plaza,1.30073968408393,103.84100500816844,Orchard Rd
208,08138,Concorde Hotel S'pore,1.3004785730821,103.84184700607595,Orchard Rd
209,09011,Opp Ngee Ann City,1.30211335092372,103.83431672376756,Orchard Turn
210,09022,Bef Orchard Stn Exit B,1.30252834773643,103.83239784275958,Orchard Blvd
211,09023,Opp Orchard Stn/ION,1.30323727330942,103.83254180023424,Orchard Turn
212,09037,Opp Mandarin Orchard,1.3023400420296,103.83701253388183,Orchard Rd
213,09038,Opp Somerset Stn,1.30154262450563,103.83852481842337,Orchard Rd
214,09047,Orchard Stn/Tang Plaza,1.30446065207443,103.83294467208566,Orchard Rd
215,09048,Orchard Stn/Lucky Plaza,1.30386684425114,103.83413070051408,Orchard Rd
216,09059,Natl Youth Council,1.30044251755834,103.83623804216019,Grange Rd
217,09111,Opp Four Seasons Hotel,1.30453752623147,103.82914529614989,Orchard Blvd
218,09121,Bef Tomlinson Rd,1.30397379238249,103.82699645124522,Orchard Blvd
219,09131,Grange Residences,1.30391999998489,103.82333805603095,Grange Rd
220,09139,Aft Cuscaden Rd,1.30419941874773,103.82354787581355,Grange Rd
221,09141,British Council,1.30543500002797,103.82177666702269,Napier Rd
222,09149,Opp British Council,1.30608981381948,103.8212215023314,Napier Rd
223,09159,Aft Tomlinson Rd,1.30602637557418,103.82568042620605,Tanglin Rd
224,09169,Delfi Orchard,1.3070135326348,103.82835507326037,Orchard Rd
225,09179,Royal Thai Embassy,1.30587966240898,103.83049004618626,Orchard Rd
226,09191,The Regent S'pore,1.30488653118311,103.82549755834486,Tomlinson Rd
227,09212,Royal Plaza On Scotts,1.30702238421536,103.83265522662566,Scotts Rd
228,09213,Thong Teck Bldg,1.30783805600034,103.83305083303023,Scotts Rd
229,09219,Far East Plaza,1.30731999685228,103.83316088291699,Scotts Rd
230,10009,Bt Merah Int,1.28210155945393,103.81722480263163,Bt Merah Ctrl
231,10011,BEF NEIL RD,1.2777380589964,103.83749709165197,New Bridge Rd
232,10017,Aft Hosp Dr,1.27832046633393,103.83762574759974,Eu Tong Sen St
233,10018,Outram Pk Stn Exit F/SGH,1.27900819665099,103.83860360621959,Eu Tong Sen St
234,10021,Blk 3,1.27744837946643,103.83838894560753,Neil Rd
235,10041,BEF KAMPONG BAHRU TER,1.27605834770353,103.83519065305671,Kg Bahru Rd
236,10049,OPP KAMPONG BAHRU TER,1.27623302424393,103.83483786772155,Kg Bahru Rd
237,10051,Blk 149,1.2774116353284,103.83214410914843,Jln Bt Merah
238,10059,Opp Blk 149,1.27739664167497,103.83275178077875,Jln Bt Merah
239,10061,Blk 140,1.27860472196885,103.82948638898173,Jln Bt Merah
240,10069,Opp Blk 140,1.27855472196877,103.83008250001669,Jln Bt Merah
241,10071,Blk 111,1.28045309423663,103.82638920754815,Jln Bt Merah
242,10079,Blk 201,1.2803950142786,103.82708906887606,Jln Bt Merah
243,10081,Opp Blk 120,1.2822783541702,103.82241744338572,Jln Bt Merah
244,10089,Blk 119,1.28292332245689,103.82165660905856,Jln Bt Merah
245,10091,Bt Merah Town Ctr,1.28394108576437,103.81783962251122,Jln Bt Merah
246,10099,Opp Bt Merah Town Ctr,1.28420923932422,103.81765723225827,Jln Bt Merah
247,10101,OPP BT MERAH SEC SCH,1.28506195168861,103.8137833011436,Jln Bt Merah
248,10109,BT MERAH SEC SCH,1.28535315729277,103.81370529674271,Jln Bt Merah
249,10111,Opp Blk 28,1.28592835098556,103.80935410958449,Jln Bt Merah
250,10119,Opp Pacific Tech Ctr,1.28598009010704,103.81122515087834,Jln Bt Merah
251,10121,Blk 126 CP,1.28259924598805,103.82890541983913,Kim Tian Rd
252,10129,Blk 121,1.28231999999009,103.8285719444802,Kim Tian Rd
253,10131,Opp Blk 2,1.28619141382394,103.80686549059318,Jln Bt Merah
254,10139,Blk 1,1.28635135443034,103.8081000223439,Jln Bt Merah
255,10141,Blk 18,1.28583847140468,103.83238179897589,Tiong Bahru Rd
256,10149,Blk 1,1.28606797463712,103.83283384311112,Tiong Bahru Rd
257,10151,Ctrl Green Condo,1.28572048365401,103.8285292287095,Tiong Bahru Rd
258,10161,Opp Tiong Bahru Stn,1.28593135445772,103.82668969231534,Tiong Bahru Rd
259,10169,Tiong Bahru Stn,1.28599961406266,103.82748123930962,Tiong Bahru Rd
260,10171,Opp Tiong Bahru Pk,1.28736808047078,103.82346004890803,Tiong Bahru Rd
261,10179,Tiong Bahru Pk,1.28722333302937,103.82395833301354,Tiong Bahru Rd
262,10181,BEF AR-RABITAH MQUE,1.28850399420484,103.82109741719866,Tiong Bahru Rd
263,10189,Blk 104A CP,1.28858805222806,103.82183192865197,Tiong Bahru Rd
264,10191,Blk 78,1.28860026020096,103.81903121724014,Tiong Bahru Rd
265,10199,Delta Swim Cplx,1.28875723330649,103.81936618662205,Tiong Bahru Rd
266,10201,Opp Redhill Stn,1.28928144532567,103.81662854691157,Tiong Bahru Rd
267,10209,Redhill Stn,1.28954631749853,103.81672885450702,Tiong Bahru Rd
268,10211,Porsche Ctr S'pore,1.29075499997303,103.81144166700754,Leng Kee Rd
269,10219,Opp Motor Image,1.29089526651849,103.81191424883255,Leng Kee Rd
270,10221,Ganges Ctr,1.29032906602668,103.83111793441608,Ganges Ave
271,10229,Opp Harvest Mansions,1.29052137840164,103.83178189529583,Ganges Ave
272,10231,Blk 51 CP,1.29041850946952,103.82788100149519,Ganges Ave
273,10239,Blk 79,1.29060688839488,103.82865297447873,Ganges Ave
274,10241,Gan Eng Seng Sec Sch,1.2906166672167,103.82362326803131,Alexandra Rd
275,10249,Opp Gan Eng Seng Sec Sch,1.29088138899671,103.82407777797806,Alexandra Rd
276,10261,Delta Sports Hall,1.29090335842692,103.82047232884216,Alexandra Rd
277,10269,Opp Delta Sports Hall,1.29125331927458,103.82057583280772,Alexandra Rd
278,10271,Opp Tanglin View,1.29115999997607,103.81757666701353,Alexandra Rd
279,10279,Tanglin View,1.29151373164978,103.81757660887743,Alexandra Rd
280,10281,SIS Bldg,1.29153833298318,103.81445166697797,Alexandra Rd
281,10289,Opp SIS Bldg,1.2918699745378,103.81440639448375,Alexandra Rd
282,10291,Bef Dawson Rd,1.29215855273858,103.81065866068086,Alexandra Rd
283,10299,Aft Dawson Rd,1.29233498466278,103.81146486767658,Alexandra Rd
284,10321,Aft Margaret Dr,1.29428332949691,103.81587839882768,Tanglin Rd
285,10329,Crescent Girls' Sch,1.29364671283262,103.81597460107542,Tanglin Rd
286,10331,Bef Bt Merah Ctrl,1.28136306628839,103.81834423228645,Henderson Rd
287,10339,Aft Bt Merah Ctrl,1.28115835063292,103.81857250844851,Henderson Rd
288,10341,Opp Blk 116,1.28484639603431,103.82059301467888,Henderson Rd
289,10349,Blk 116,1.2849833405097,103.82104149555396,Henderson Rd
290,10351,Bef Tiong Bahru Rd,1.28675501760897,103.82204990181914,Henderson Rd
291,10359,Aft Tiong Bahru Rd,1.28723833324362,103.82259298997768,Henderson Rd
292,10361,Cendex Ctr,1.28038092060065,103.82353025808791,Lower Delta Rd
293,10369,Opp Cendex Ctr,1.28037471151153,103.82387343933006,Lower Delta Rd
294,10371,Blk 129,1.28365072319387,103.824502653383,Lower Delta Rd
295,10379,Blk 25B,1.28373603376667,103.82489520929732,Lower Delta Rd
296,10381,Opp Blk 48,1.28906972186602,103.82559411728036,Lower Delta Rd
297,10389,Blk 48,1.28875832991208,103.82573455047122,Lower Delta Rd
298,10391,Opp Melati Blk 2,1.27627105343758,103.8312563936613,Kg Bahru Rd
299,10399,Melati Blk 2,1.27588166292683,103.83019454205221,Kg Bahru Rd
300,10401,Shriro Hse,1.28816729863,103.81167850401884,Hoy Fatt Rd
301,10409,Blk 50,1.28788221830638,103.81099317775703,Hoy Fatt Rd
302,10411,Opp Blk 53,1.28912979528004,103.81280840030111,Hoy Fatt Rd
303,10419,Blk 52,1.28842024220748,103.81257549749508,Hoy Fatt Rd
304,10421,Blk 63B,1.2889706156154,103.81503540991777,Lengkok Bahru
305,10429,Blk 54,1.2892779060127,103.81404805422201,Lengkok Bahru
306,10431,ENABLING VILLAGE,1.28708384358883,103.81399869917512,Lengkok Bahru
307,10439,OPP ENABLING VILLAGE,1.28747956947939,103.81418936580334,Lengkok Bahru
308,10441,Opp Blk 44,1.28656898930199,103.8116061687213,Lengkok Bahru
309,10449,Blk 44,1.28666552495266,103.81195378046979,Lengkok Bahru
310,10451,Opp Blk 71,1.28762380319765,103.8172559639682,Redhill Rd
311,10459,Blk 72,1.28754723360397,103.81639920301684,Redhill Rd
312,10461,Aft Margaret Dr,1.29680597432594,103.81169140516062,Kay Siang Rd
313,10469,Bef Margaret Dr,1.29668400003303,103.81216918970023,Kay Siang Rd
314,10471,Bef Tanglin Rd,1.29679993078344,103.81468220659576,Kay Siang Rd
315,10479,Aft Tanglin Rd,1.29668100002552,103.81547381025995,Kay Siang Rd
316,10481,Opp Blk 73,1.28784195484767,103.81797160113335,Redhill Cl
317,10489,Blk 73,1.28811638897142,103.81778388900163,Redhill Cl
318,10499,KAMPONG BAHRU TER,1.27585400417691,103.83401000002084,Spooner Rd
319,10501,Blk 104,1.28105845355429,103.82528065411316,Jln Bt Merah
320,10519,Blk 4,1.29172303079906,103.82610949356565,Delta Rd
321,10599,Opp Blk 36,1.28883435010664,103.80924997344987,Jln Rumah Tinggi
322,10651,Blk 161,1.28329993019059,103.81547665017668,Bt Merah Ctrl
323,10659,Blk 1003,1.28362333298689,103.81472833301791,Bt Merah Ctrl
324,11009,Ghim Moh Ter,1.3110673548964,103.78932237623975,Ghim Moh Rd
325,11019,Pk Hotel Alexandra,1.28679632523156,103.80565677295323,Jln Bt Merah
326,11021,Aft Queenstown NPC HQ,1.28941805603102,103.80228694398484,Queensway
327,11029,Blk 166,1.29013472201419,103.80202111098815,Queensway
328,11031,Opp Queen's Cl,1.29119666696879,103.80045500000118,Queensway
329,11039,Blk 19,1.29245762862665,103.79998683928974,Queensway
330,11041,Aft C'wealth Dr,1.29624499998226,103.79952333299494,Queensway
331,11049,Opp Blessed Sacrament Ch,1.2954609366563,103.79952549937242,Queensway
332,11051,Opp Queenstown Polyclinic,1.29872166703909,103.8002979755481,Queensway
333,11059,Queenstown Polyclinic,1.29882892782979,103.80097389222824,Queensway
334,11061,Opp Queensway Sec Sch,1.30265777802206,103.80118694402536,Queensway
335,11069,Queensway Sec Sch,1.30236853162324,103.80161762237655,Queensway
336,11071,Blk 97,1.30621305601609,103.80170944396954,Queensway
337,11079,Opp Blk 95,1.305441389003,103.80185250000659,Queensway
338,11081,Viz Holland,1.30851972202313,103.80258027799627,Queensway
339,11089,Opp Holland Hill Lodge,1.30946135492693,103.80334087354639,Queensway
340,11091,Tulip Gdn,1.31219444050072,103.80367378215983,Farrer Rd
341,11099,Opp Tulip Gdn,1.31305333300118,103.80437666697586,Farrer Rd
342,11101,Farrer Rd Mkt,1.31614971080385,103.80596012189226,Farrer Rd
343,11109,Spanish Village,1.31552472199926,103.80574305602846,Farrer Rd
344,11111,Farrer Rd Stn Exit B,1.31780157259006,103.80771866952543,Farrer Rd
345,11119,Farrer Rd Stn Exit A,1.31747833490912,103.80785606728587,Farrer Rd
